fp,gp,y0p,fc,gc,y0c
0.82666685726688527,,,0.82698023978491297,,
5.0653925498522767e-16,,,5.0653925498522767e-16,,
-4,,,-3.9993221095787681,,
-0.0059524222931289809,,,-0.0059513324229499426,,
0.86305631579849584,,,0.86290613008222294,,
-1.3392065234540951e-15,,,-1.3392065234540951e-15,,
-4,,,-3.9972496250842586,,
-0.0067958291967661379,,,-0.0067910867184099296,,
0.90203221080707707,,,0.90140891024865422,,
5.8980598183211441e-15,,,5.8980598183211441e-15,,
-4,,,-3.9948781658998378,,
-0.0077850667234211539,,,-0.0077750448472641755,,
0.94383340391427506,,,0.94262270066073039,,
1.3183898417423734e-15,,,1.3183898417423734e-15,,
-4,,,-3.9936004626337942,,
-0.0089496598028803564,,,-0.0089352901826699038,,
0.98872779735544658,,,0.98714405672900274,,
2.6922908347160046e-15,,,2.6922908347160046e-15,,
-4,,,-3.9924607070443372,,
-0.010326031787532513,,,-0.010306523824720599,,
1.0370166357359947,,,1.0350605341772288,,
-3.3584246494910985e-15,,,-3.3584246494910985e-15,,
-4,,,-3.9932519623264091,,
-0.011959341597032668,,,-0.011939124925666971,,
1.0890395696987443,,,1.0872011070490664,,
-5.134781488891349e-16,,,-5.134781488891349e-16,,
-4,,,-3.9936745453895681,,
-0.013905873295890594,,,-0.013883795781589173,,
1.1451806473296291,,,1.1433673123832555,,
6.4531713306337224e-16,,,6.4531713306337224e-16,,
-4,,,-3.9960665448323898,,
-0.016236170685836788,,,-0.016220121617683318,,
1.2058754160824399,,,1.204687514944655,,
-5.5511151231257827e-17,,,-5.5511151231257827e-17,,
-4,,,-3.9972486981591753,,
-0.019039155580719006,,,-0.019025952725789625,,
1.271619366373804,,,1.2707422593667428,,
-6.9388939039072284e-16,,,-6.9388939039072284e-16,,
-4,,,-4.0018462205411254,,
-0.02242761193404114,,,-0.022437764482165189,,
1.3429780752302576,,,1.3435939529423808,,
1.6792123247455493e-15,,,1.6792123247455493e-15,,
-4,,,-4.003061904292462,,
-0.02654551443329628,,,-0.026565590455250171,,
1.4205994004408746,,,1.4216824806778048,,
3.3306690738754696e-16,,,3.3306690738754696e-16,,
-4,,,-4.0010899372315798,,
-0.031577904375949262,,,-0.031586269773347539,,
1.5052281981922451,,,1.5056345141540528,,
-3.2474023470285829e-15,,,-3.2474023470285829e-15,,
-4,,,-3.9981976047709522,,
-0.037764324162434783,,,-0.037747074082898374,,
1.5977242357035657,,,1.5970010227997806,,
-2.1649348980190553e-15,,,-2.1649348980190553e-15,,
-4,,,-4.0008359911413809,,
-0.045417253949179184,,,-0.045426466023631644,,
1.6990840911050951,,,1.699435690863526,,
4.0384362520740069e-15,,,4.0384362520740069e-15,,
-4,,,-4.0018712640439613,,
-0.054947617161956994,,,-0.054972975249089215,,
1.8104680668076383,,,1.8113112307341848,,
4.3021142204224816e-16,,,4.3021142204224816e-16,,
-4,,,-3.9805670292355031,,
-0.066900470584817087,,,-0.066575421399175425,,
1.9332334793570414,,,1.9238410650828524,,
2.9976021664879227e-15,,,2.9976021664879227e-15,,
-4,,,-3.9943570147541148,,
-0.082005426294040021,,,-0.081889630942892894,,
2.0689759602830171,,,2.066055201113449,,
5.2735593669694936e-16,,,5.2735593669694936e-16,,
-1.9706458687096529e-15,,,-1.9706458687096529e-15,,
-4,,,-3.999393221496796,,
-0.101249086871816,,,-0.10123082895640571,,
2.2195819870424911,,,2.2197603762631188,,
