fp,gp,y0p,fc,gc,y0c
-3.0482673640022673e-13,0,0,0.00015365820981877795,0,0
-4.921928313152096e-13,7.636149354503525e-17,0,-0.00016116979661887136,7.636149354503525e-17,-1.8976002456649053e-05
0,1.0752450901180289e-15,0,0,1.0752450901180289e-15,-0.00016046751105016857
-0.80014724448769159,0,0,-0.85723135225128866,0,0
-1.4333477342743195,-3.8037428226628647e-17,0,-1.4494593296845235,-3.8037428226628647e-17,9.3524618131895585e-06
-1.1878084298711476e-13,-2.2204460492503131e-16,0,0.00012297639186909187,-2.2204460492503131e-16,0.00015710019457188475
-5.0185296515798877e-12,0,0,-0.00010900339893681724,0,0
0,1.3087973709482518e-16,0,0,1.3087973709482518e-16,-1.917655168922138e-05
2.334471135256088e-10,1.4305250580581685e-16,0,2.334471135256088e-10,1.4305250580581685e-16,-0.00016009872960409682
2.9993356663628179e-06,0,0,2.9993356663628179e-06,0,0
0,-3.7098141046005195e-18,0,0,-3.7098141046005195e-18,8.7892271097194516e-06
-4.0642965243656293e-06,4.4408920985006262e-16,0,-4.0642965243656293e-06,4.4408920985006262e-16,0.00015682656044243231
-8.9842297841813412e-05,0,0,-8.9842297841813412e-05,0,0
0,2.5560265598554046e-18,0,0,2.5560265598554046e-18,-1.9229461413470971e-05
-7.7815704508218629e-11,-9.999016388857064e-16,0,-7.7815704508218629e-11,-9.999016388857064e-16,-0.00015972043676662351
-9.9977880852614165e-07,0,0,-9.9977880852614165e-07,0,0
0,1.7470016220088429e-17,0,0,1.7470016220088429e-17,8.3382502066103426e-06
1.3547655081259241e-06,-2.2204460492503131e-16,0,1.3547655081259241e-06,-2.2204460492503131e-16,0.00015672394764388765
2.9947432613974811e-05,0,0,2.9947432613974811e-05,0,0
0,-6.3416059512075797e-17,0,0,-6.3416059512075797e-17,-1.9304032726215428e-05
-0.80014724448769159,-2.3002243325684705e-17,0,-0.85723135357525704,-2.3002243325684705e-17,-0.00015939076350648799
-1.4333477342743195,0,0,-1.4494593469733597,0,0
8.2514620081222591e-14,-4.9600786613251035e-18,0,4.3220557153404341e-05,-4.9600786613251035e-18,8.0050341828206421e-06
2.1128866117459659e-12,-2.2204460492503131e-16,0,-4.5697135988007611e-05,-2.2204460492503131e-16,0.00015662133484534298
0,0,0,0,0,0
-0.80014724448769159,7.9375505970995616e-17,0,-0.8572313231239842,7.9375505970995616e-17,-1.9561558450036958e-05
-1.4333477342743195,1.0808520687099661e-15,0,-1.4494593381556509,1.0808520687099661e-15,-0.00015916852345814259
-1.8118774041967368e-13,0,0,4.2965656373793458e-05,0,0
2.2314796993382869e-12,3.7887929970098117e-19,0,-4.055547830240826e-05,3.7887929970098117e-19,7.7908232853379116e-06
0,2.2204460492503131e-16,0,0,2.2204460492503131e-16,0.00015662133484534298
-7.7815704508430387e-11,0,0,-7.7815704508430387e-11,0,0
-9.9977866936142024e-07,8.3385986623898467e-17,0,-9.9977866936142024e-07,8.3385986623898467e-17,-2.010914403367693e-05
0,6.6868938644767369e-17,0,0,6.6868938644767369e-17,-0.00015897784260729877
1.3547655081241894e-06,0,0,1.3547655081241894e-06,0,0
2.99474326139193e-05,1.0001581364496925e-17,0,2.99474326139193e-05,1.0001581364496925e-17,7.6964275273017048e-06
0,6.6613381477509392e-16,0,0,6.6613381477509392e-16,0.00015658713057916141
-7.7815704508853903e-11,0,0,-7.7815704508853903e-11,0,0
-9.9977895306677111e-07,-5.1242017331287553e-17,0,-9.9977895306677111e-07,-5.1242017331287553e-17,-2.1038331400218537e-05
0,-1.077845431489961e-15,0,0,-1.077845431489961e-15,-0.00015875925179340681
1.3547655081259241e-06,0,0,1.3547655081259241e-06,0,0
2.9947432613974811e-05,1.5382724184201238e-17,0,2.9947432613974811e-05,1.5382724184201238e-17,7.7160348556694527e-06
0,-4.4408920985006262e-16,0,0,-4.4408920985006262e-16,0.00015672394764388765
-0.80014724448769159,0,0,-0.85723136019509893,0,0
-1.4333477342743195,-1.0095771874187452e-16,0,-1.4494592446737997,-1.0095771874187452e-16,-2.2374233044650661e-05
-5.7409991984827644e-13,-6.2843104556710939e-17,0,-0.00028009439802984757,-6.2843104556710939e-17,-0.00015842250344427661
-3.1413312486205546e-12,0,0,0.00026041255701245131,0,0
0,-1.2934970096498088e-17,0,0,-1.2934970096498088e-17,7.841795658573317e-06
-0.80014724448769159,-4.4408920985006262e-16,0,-0.85723132709588923,-4.4408920985006262e-16,0.00015679235617625076
-1.4333477342743195,0,0,-1.4494592846514045,0,0
1.4280501750232297e-14,6.2235976151286419e-17,0,-0.00022033849149572275,6.2235976151286419e-17,-2.4119552490209707e-05
-1.0184456336362417e-11,1.0672938562387555e-15,0,0.00017202289403991147,1.0672938562387555e-15,-0.0001578517949082302
0,0,0,0,0,0
-7.7815704508430387e-11,-7.1833766265819164e-18,0,-7.7815704508430387e-11,-7.1833766265819164e-18,8.069701623570146e-06
-9.997784677622662e-07,4.4408920985006262e-16,0,-9.997784677622662e-07,4.4408920985006262e-16,0.00015682656044243231
0,0,0,0,0,0
1.3547655081241894e-06,7.9571262344153427e-17,0,1.3547655081241894e-06,7.9571262344153427e-17,-2.6199131790923855e-05
2.9947432613974811e-05,6.2817246768179858e-17,0,2.9947432613974811e-05,6.2817246768179858e-17,-0.00015694030465865765
0,0,0,0,0,0
-7.781570450800687e-11,5.0084243090114345e-18,0,-7.781570450800687e-11,5.0084243090114345e-18,8.3803792405180457e-06
-9.9977924830109421e-07,0,0,-9.9977924830109421e-07,0,0.00015686076470861385
0,0,0,0,0,0
1.3547655081224547e-06,-4.772064895621297e-17,0,1.3547655081224547e-06,-4.772064895621297e-17,-2.8496930301563882e-05
2.9947432613974811e-05,-1.0772261288795393e-15,0,2.9947432613974811e-05,-1.0772261288795393e-15,-0.000155599970906248
0,0,0,0,0,0
-0.80014724448769159,1.3471789881304313e-17,0,-0.85723135225128866,1.3471789881304313e-17,8.7584299091145737e-06
-1.4333477342743195,-4.4408920985006262e-16,0,-1.4494593396480535,-4.4408920985006262e-16,0.00015682656044243231
4.6464238434856929e-13,0,0,9.3631804945600678e-05,0,0
7.1284684778558301e-13,-9.7033196786554727e-17,0,-6.8146217438619228e-05,-9.7033196786554727e-17,-3.0806653541722289e-05
0,-6.3505633383307788e-17,0,0,-6.3505633383307788e-17,-0.00015377224723737854
-0.80014724448769159,0,0,-0.85723132180001571,0,0
-1.4333477342743195,-1.257360978151991e-17,0,-1.4494593360042036,-1.257360978151991e-17,9.1768977281795426e-06
-5.7634205669199715e-14,-2.2204460492503131e-16,0,6.6894861226127401e-05,-2.2204460492503131e-16,0.0001566897433777061
5.1684959938507783e-12,0,0,-3.7516000395448774e-05,0,0
0,6.3899055934441523e-17,0,0,6.3899055934441523e-17,-3.2863619279736324e-05
2.334471135256088e-10,1.0678131424195071e-15,0,2.334471135256088e-10,1.0678131424195071e-15,-0.00015147375979803732
2.999335968020822e-06,0,0,2.999335968020822e-06,0,0
0,-6.6147391950386976e-18,0,0,-6.6147391950386976e-18,9.6017788471535545e-06
-4.0642965243725682e-06,4.4408920985006262e-16,0,-4.0642965243725682e-06,4.4408920985006262e-16,0.00015648451778061675
-8.9842297841813412e-05,0,0,-8.9842297841813412e-05,0,0
0,8.0281675180553191e-17,0,0,8.0281675180553191e-17,-3.4312624227935427e-05
-7.7815704508853903e-11,7.2426632006250076e-17,0,-7.7815704508853903e-11,7.2426632006250076e-17,-0.00014875869596206527
-9.9977880801786767e-07,0,0,-9.9977880801786767e-07,0,0
0,5.4746090306512956e-18,0,0,5.4746090306512956e-18,9.9849735167187932e-06
1.3547655081207199e-06,0,0,1.3547655081207199e-06,0,0.00015621088365116431
2.99474326139193e-05,0,0,2.99474326139193e-05,0,0
0,-4.7805653171245566e-17,0,0,-4.7805653171245566e-17,-3.4748461400920712e-05
-0.80014724448769159,-1.0742457407101496e-15,0,-0.8572313562231938,-1.0742457407101496e-15,-0.00014587020580771956
-1.4333477342743195,0,0,-1.4494593496939567,0,0
-4.3484863945886611e-13,1.3152449793548967e-17,0,3.5311811244123372e-05,1.3152449793548967e-17,1.0271434245989321e-05
-9.1928084581613082e-12,0,0,-9.1639545401255003e-06,0,0.00015583463672316721
0,0,0,0,0,0
-0.80014724448769159,-9.6434153292616192e-17,0,-0.85723133239176286,-9.6434153292616192e-17,-3.3657064727858069e-05
-1.4333477342743195,-7.701691236458254e-17,0,-1.449459343307274,-7.701691236458254e-17,-0.00014306435369491012
4.5682664010066873e-13,0,0,1.268481599894368e-05,0,0
-1.1092993590414778e-11,-1.3360284211052598e-17,0,1.0195781832779219e-05,-1.3360284211052598e-17,1.0389545852647506e-05
0,-4.4408920985006262e-16,0,0,-4.4408920985006262e-16,0.00015535577699662541
-7.7815704508430387e-11,0,0,-7.7815704508430387e-11,0,0
-9.9977894902313069e-07,6.564480638392466e-17,0,-9.9977894902313069e-07,6.564480638392466e-17,-3.0502990471549901e-05
0,1.0631250728170204e-15,0,0,1.0631250728170204e-15,-0.00014087755203634169
1.3547655081259241e-06,0,0,1.3547655081259241e-06,0,0
2.9947432613863789e-05,-6.8462942400606874e-18,0,2.9947432613863789e-05,-6.8462942400606874e-18,1.0255935437875805e-05
0,2.2204460492503131e-16,0,0,2.2204460492503131e-16,0.00015474010020535741
-7.7815704508324508e-11,0,0,-7.7815704508324508e-11,0,0
-9.9977895243533177e-07,8.1663526824014426e-17,0,-9.9977895243533177e-07,8.1663526824014426e-17,-2.4707905951656893e-05
0,6.856928570708559e-17,0,0,6.856928570708559e-17,-0.00014009305848600964
1.3547655081241894e-06,0,0,1.3547655081241894e-06,0,0
2.99474326139193e-05,6.0183204367121684e-18,0,2.99474326139193e-05,6.0183204367121684e-18,9.7728001780613322e-06
0,2.2204460492503131e-16,0,0,2.2204460492503131e-16,0.00015426124047881565
-0.80014724448769159,0,0,-0.857231336363668,0,0
-1.4333477342743195,-4.7661311460203851e-17,0,-1.4494593170241581,-4.7661311460203851e-17,-1.5715858232314e-05
9.9575204808525383e-13,-1.0691364187198646e-15,0,-0.00016440064395232312,-1.0691364187198646e-15,-0.00014161020474574233
3.4786913074663995e-12,0,0,0.00010357574981290957,0,0
0,1.421645105843786e-17,0,0,1.421645105843786e-17,8.8439405745684634e-06
-0.80014724448769159,-2.2204460492503131e-16,0,-0.8572313231239842,-2.2204460492503131e-16,0.00015378238075227385
-1.4333477342743195,0,0,-1.4494593290602142,0,0
-3.6925031287757679e-13,-9.789215819231745e-17,0,-0.00011436146638063977,-9.789215819231745e-17,-3.012514021857553e-06
1.050172535419974e-11,-6.6218287938199248e-17,0,5.3158746731396859e-05,-6.6218287938199248e-17,-0.00014652065470943188
0,0,0,0,0,0
2.334471135256088e-10,-1.2324722954681784e-17,0,2.334471135256088e-10,-1.2324722954681784e-17,7.3592616456253167e-06
2.9993370587802493e-06,-4.4408920985006262e-16,0,2.9993370587802493e-06,-4.4408920985006262e-16,0.00015342323595736752
0,0,0,0,0,0
-4.0642965243725682e-06,6.2180825270673565e-17,0,-4.0642965243725682e-06,6.2180825270673565e-17,1.3772695165081759e-05
-8.9842297841813412e-05,1.065649944766032e-15,0,-8.9842297841813412e-05,1.065649944766032e-15,-0.00015632805998491909
0,0,0,0,0,0
-7.7815704508853903e-11,-5.6374184296598569e-18,0,-7.7815704508853903e-11,-5.6374184296598569e-18,5.2204261259599194e-06
-9.9977915732178679e-07,4.4408920985006262e-16,0,-9.9977915732178679e-07,4.4408920985006262e-16,0.00015342323595736752
0,0,0,0,0,0
1.3547655081241894e-06,7.6860498829213803e-17,0,1.3547655081241894e-06,7.6860498829213803e-17,3.4827441857352638e-05
2.99474326139193e-05,7.6392406915840222e-17,0,2.99474326139193e-05,7.6392406915840222e-17,-0.00017259646408752146
0,0,0,0,0,0
-0.80014724448769159,6.5848641102786055e-18,0,-0.85723135489922542,6.5848641102786055e-18,2.3387167001638625e-06
-1.4333477342743195,4.4408920985006262e-16,0,-1.4494593481863329,4.4408920985006262e-16,0.00015381658501845542
-8.864044156514493e-14,0,0,4.0874002434987767e-05,0,0
-2.3582449809961207e-12,-5.3556035254585876e-17,0,-3.4384183223978282e-05,-5.3556035254585876e-17,6.0027869200461714e-05
0,-1.0756029855470804e-15,0,0,-1.0756029855470804e-15,-0.00019708377924439028
-0.80014724448769159,0,0,-0.85723136151906731,0,0
-1.4333477342743195,1.3449824451540791e-17,0,-1.4494593506817899,1.3449824451540791e-17,-1.3361041477170146e-06
1.985908000829657e-13,-4.4408920985006262e-16,0,3.7458978163922066e-05,-4.4408920985006262e-16,0.00015487691727008365
-2.4878093100603238e-12,0,0,-2.7506188445921479e-05,0,0
0,-1.0058113830047209e-16,0,0,-1.0058113830047209e-16,8.8921138096144001e-05
2.334471135256088e-10,-5.829517362259232e-17,0,2.334471135256088e-10,-5.829517362259232e-17,-0.00023143762228528277
2.9993362689120784e-06,0,0,2.9993362689120784e-06,0,0
0,-1.5990539311193864e-17,0,0,-1.5990539311193864e-17,-5.8211385507734897e-06
-4.0642965243795071e-06,-8.8817841970012523e-16,0,-4.0642965243795071e-06,-8.8817841970012523e-16,0.00015680945830934154
-8.9842297841813412e-05,0,0,-8.9842297841813412e-05,0,0
0,6.8275588036969732e-17,0,0,6.8275588036969732e-17,0.00012056375860048912
-7.7815704508218629e-11,1.0542142835383104e-15,0,-7.7815704508218629e-11,1.0542142835383104e-15,-0.00027733301270096078
-9.9977922773247796e-07,0,0,-9.9977922773247796e-07,0,0
0,-1.4018721960894047e-17,0,0,-1.4018721960894047e-17,-1.1064011226415056e-05
1.3547655081276588e-06,4.4408920985006262e-16,0,1.3547655081276588e-06,4.4408920985006262e-16,0.00015981943373331842
2.9947432614030323e-05,0,0,2.9947432614030323e-05,0,0
0,1.0208965745921166e-16,0,0,1.0208965745921166e-16,0.00015352290932678722
-0.80014724448769159,4.9754083512239615e-17,0,-0.8572313496033519,4.9754083512239615e-17,-0.00033599345028676695
-1.4333477342743195,0,0,-1.4494593483104559,0,0
1.1007310728510281e-12,-6.5987632714503257e-18,0,-5.1237344146205434e-06,-6.5987632714503257e-18,-1.6943938359688092e-05
9.6258540487343161e-12,2.2204460492503131e-16,0,2.1853372280099474e-05,2.2204460492503131e-16,0.00016412917127219443
0,0,0,0,0,0
-0.80014724448769159,-2.7668173891895219e-18,0,-0.85723132841985772,-2.7668173891895219e-18,0.00018578875561083496
-1.4333477342743195,-1.1298868729641295e-15,0,-1.4494593415193293,-1.1298868729641295e-15,-0.00040810579695776445
-9.8650282738841223e-13,0,0,-1.8412905286336606e-05,0,0
1.1654082585018536e-11,1.1403395812913598e-18,0,2.71700031935401e-05,1.1403395812913598e-18,-2.3237256116264774e-05
0,0,0,0,0,0.00017002940718851276
-7.7815704508959782e-11,0,0,-7.7815704508959782e-11,0,0
-9.9977874234123687e-07,-3.5857035502578053e-17,0,-9.9977874234123687e-07,-3.5857035502578053e-17,0.00021486505407345262
0,-1.6140986912043549e-16,0,0,-1.6140986912043549e-16,-0.00049333400999482604
1.3547655081259241e-06,0,0,1.3547655081259241e-06,0,0
2.9947432613863789e-05,-1.4999945010841766e-17,0,2.9947432613863789e-05,-1.4999945010841766e-17,-2.9621963396545302e-05
0,0,0,0,0,0.00017752014148227343
-7.7815704508642145e-11,0,0,-7.7815704508642145e-11,0,0
-9.9977892441087401e-07,1.096799160635587e-16,0,-9.9977892441087401e-07,1.096799160635587e-16,0.00023778966181915162
0,9.7416787918634539e-16,0,0,9.7416787918634539e-16,-0.00059000007619883384
1.3547655081259241e-06,0,0,1.3547655081259241e-06,0,0
2.9947432613974811e-05,1.7630426786340194e-17,0,2.9947432613974811e-05,1.7630426786340194e-17,-3.5664360794180728e-05
0,4.4408920985006262e-16,0,0,4.4408920985006262e-16,0.00018678949761747501
-0.80014724448769159,0,0,-0.85723134033557313,0,0
-1.4333477342743195,5.4610409118891514e-17,0,-1.4494593443188575,5.4610409118891514e-17,0.00025138158209304728
-2.4531864027640056e-13,1.2007811876908246e-16,0,4.3598127781627481e-05,1.2007811876908246e-16,-0.00069486073636161963
-5.7981105226170933e-13,0,0,-1.5621170266091165e-05,0,0
0,6.6054014429752593e-17,0,0,6.6054014429752593e-17,-4.0816378387777535e-05
-0.80014724448769159,6.6613381477509392e-16,0,-0.85723132841985772,6.6613381477509392e-16,0.00019763224999702812
-1.4333477342743195,0,0,-1.4494593418786745,0,0
-1.1601757616184159e-13,-1.9647900135901621e-16,0,2.4134142258026952e-05,-1.9647900135901621e-16,0.00025251139176035676
-5.0327012448804375e-12,-7.0947154422085528e-16,0,-1.0952840098491385e-06,-7.0947154422085528e-16,-0.00080234871172047621
0,0,0,0,0,0
2.3344711352645583e-10,9.3293538421331297e-17,0,2.3344711352645583e-10,9.3293538421331297e-17,-4.4459132736113207e-05
2.9993356660852621e-06,-2.2204460492503131e-16,0,2.9993356660852621e-06,-2.2204460492503131e-16,0.00020974056022529878
0,0,0,0,0,0
-4.0642965243725682e-06,-3.5025605810413474e-16,0,-4.0642965243725682e-06,-3.5025605810413474e-16,0.00023861296919497484
-8.9842297841813412e-05,6.8400700235640443e-16,0,-8.9842297841813412e-05,6.8400700235640443e-16,-0.00090439713987314728
0,0,0,0,0,0
-7.7815704508324508e-11,2.8534167477088453e-17,0,-7.7815704508324508e-11,2.8534167477088453e-17,-4.5897849682374886e-05
-9.997786694550953e-07,-2.2204460492503131e-16,0,-9.997786694550953e-07,-2.2204460492503131e-16,0.00022249875151101901
0,0,0,0,0,0
1.3547655081241894e-06,-1.4617517702197003e-16,0,1.3547655081241894e-06,-1.4617517702197003e-16,0.00020822849116132743
2.9947432613974811e-05,1.8676416632017602e-15,0,2.9947432613974811e-05,1.8676416632017602e-15,-0.00099009165325776214
0,0,0,0,0,0
-0.80014724448769159,-7.8870511220286907e-17,0,-0.85723134033557313,-7.8870511220286907e-17,-4.4461270502749554e-05
-1.4333477342743195,6.6613381477509392e-16,0,-1.4494593447468445,6.6613381477509392e-16,0.00023508592146583146
8.3223934662724984e-14,0,0,3.3219577307630806e-05,0,0
2.1073092581978847e-12,1.2851781859099381e-16,0,-2.1447089943816531e-05,1.2851781859099381e-16,0.00016186070024759678
0,-1.4377203740436599e-16,0,0,-1.4377203740436599e-16,-0.0010454854623387915
-0.80014724448769159,0,0,-0.85723135225128866,0,0
-1.4333477342743195,-1.8894177602204104e-16,0,-1.4494593486895808,-1.8894177602204104e-16,-3.9578611505332495e-05
-2.0721449623206249e-13,1.1102230246251565e-15,0,2.8662621820038993e-05,1.1102230246251565e-15,0.0002460654909101108
2.2237595371766781e-12,0,0,-1.5801542360559533e-05,0,0
0,2.7782426698881248e-16,0,0,2.7782426698881248e-16,0.00010286024503282392
-7.7815704508642145e-11,-3.6703534141800252e-15,0,-7.7815704508642145e-11,-3.6703534141800252e-15,-0.0010534700207255482
-9.9977880828328036e-07,0,0,-9.9977880828328036e-07,0,0
0,-1.4781653632706041e-16,0,0,-1.4781653632706041e-16,-3.0875763528762945e-05
1.3547655081259241e-06,0,0,1.3547655081259241e-06,0,0.00025379565506714237
2.9947432613974811e-05,0,0,2.9947432613974811e-05,0,0
0,1.1053586795492422e-16,0,0,1.1053586795492422e-16,3.8570654536294778e-05
-7.7815704508959782e-11,-3.8575825734691517e-15,0,-7.7815704508959782e-11,-3.8575825734691517e-15,-0.00099429664023145702
-9.9977804932614711e-07,0,0,-9.9977804932614711e-07,0,0
0,7.9339366313692767e-18,0,0,7.9339366313692767e-18,-2.0012167924505445e-05
1.3547655081259241e-06,-1.5543122344752192e-15,0,1.3547655081259241e-06,-1.5543122344752192e-15,0.00021240849298746013
2.9947432614030323e-05,0,0,2.9947432614030323e-05,0,0
0,5.3284515049556169e-17,0,0,5.3284515049556169e-17,-9.3067670513376371e-06
-0.80014724448769159,1.8853586358320832e-15,0,-0.85723133371573124,1.8853586358320832e-15,-0.00075881736970453777
-1.4333477342743195,0,0,-1.4494593399211315,0,0
-5.9043923489898208e-13,-7.2491675683137821e-20,0,-7.1445878273943336e-05,-7.2491675683137821e-20,1.1758457042865888e-07
-3.1604568430104868e-12,0.018204225987119571,0,1.8035682117389525e-05,0.018204225987119571,4.3781460712391136e-06
0,0,0,0,0,0
-0.80014724448769159,2.3360719121218682e-16,0,-0.85723132180001571,2.3360719121218682e-16,7.7878805946356394e-05
-1.4333477342743195,-1.3348404111613744e-15,0,-1.4494593393387769,-1.3348404111613744e-15,-0.00016614875526334863
-2.7217808319487802e-14,0,0,-3.6190726544425667e-05,0,0
-1.0263695555475121e-11,-0.0043623183294111481,0,-4.7294764309775409e-06,-0.0043623183294111481,0.73819626750473533
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819625040260228
-7.7815704508430387e-11,-0.0043623183294111481,0,-7.7815704508430387e-11,-0.0043623183294111481,0.73819633591326772
-9.9977916328750083e-07,-0.0043623183294111481,0,-9.9977916328750083e-07,-0.0043623183294111481,0.73819618199406989
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819619909620293
1.3547655081241894e-06,-0.0043623183294111481,0,1.3547655081241894e-06,-0.0043623183294111481,0.7381964043218
2.9947432613974811e-05,-0.0043623183294111481,0,2.9947432613974811e-05,-0.0043623183294111481,0.73819616489193673
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819652403673164
-7.7815704508536266e-11,-0.0043623183294111481,0,-7.7815704508536266e-11,-0.0043623183294111481,0.73819616489193673
-9.9977892473353258e-07,-0.0043623183294111481,0,-9.9977892473353258e-07,-0.0043623183294111481,0.73819613068767065
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819616489193673
1.3547655081259241e-06,-0.0043623183294111481,0,1.3547655081259241e-06,-0.0043623183294111481,0.73819659244526403
2.9947432613974811e-05,-0.0043623183294111481,0,2.9947432613974811e-05,-0.0043623183294111481,0.73819626750473533
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819645562819936
-0.80014724448769159,-0.0043623183294111481,0,-0.85723133768763637,-0.0043623183294111481,0.73819626750473533
-1.4333477342743195,-0.0043623183294111481,0,-1.4494593449963051,-0.0043623183294111481,0.73819652403673164
4.4408847392064588e-13,-0.0043623183294111481,0,8.5951919700654644e-06,-0.0043623183294111481,0.73819645562819936
7.5814847978868951e-13,-0.0043623183294111481,0,7.7512650441329414e-06,-0.0043623183294111481,0.73819625040260228
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819633591326772
-0.80014724448769159,-0.0043623183294111481,0,-0.85723133106779448,-0.0043623183294111481,0.73819625040260228
-1.4333477342743195,-0.0043623183294111481,0,-1.449459342986507,-0.0043623183294111481,0.73819621619833609
-8.243839085335277e-14,-0.0043623183294111481,0,-3.1980454942176106e-06,-0.0043623183294111481,0.73819618199406989
5.2317690594641469e-12,-0.0043623183294111481,0,1.2196694454672082e-05,-0.0043623183294111481,0.73819616489193673
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819621619833609
2.334471135256088e-10,-0.0043623183294111481,0,2.334471135256088e-10,-0.0043623183294111481,0.73819626750473533
2.9993371734073071e-06,-0.0043623183294111481,0,2.9993371734073071e-06,-0.0043623183294111481,0.73819621619833609
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819618199406989
-4.0642965243725682e-06,-0.0043623183294111481,0,-4.0642965243725682e-06,-0.0043623183294111481,0.73819621619833609
-8.9842297841813412e-05,-0.0043623183294111481,0,-8.9842297841813412e-05,-0.0043623183294111481,0.73819626750473533
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819621619833609
-7.7815704508853903e-11,-0.0043623183294111481,0,-7.7815704508853903e-11,-0.0043623183294111481,0.73819618199406989
-9.9977880734652969e-07,-0.0043623183294111481,0,-9.9977880734652969e-07,-0.0043623183294111481,0.73819621619833609
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819625040260228
1.3547655081259241e-06,-0.0043623183294111481,0,1.3547655081259241e-06,-0.0043623183294111481,0.73819621619833609
2.9947432613974811e-05,-0.0043623183294111481,0,2.9947432613974811e-05,-0.0043623183294111481,0.73819621619833609
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819621619833609
-0.80014724448769159,-0.0043623183294111481,0,-0.85723136019509893,-0.0043623183294111481,0.73819616489193673
-1.4333477342743195,-0.0043623183294111481,0,-1.4494593507264464,-0.0043623183294111481,0.73819625040260228
-4.6753242351904682e-13,-0.0043623183294111481,0,-2.7578484093113702e-05,-0.0043623183294111481,0.73819637011753392
-8.8156609117924752e-12,-0.0043623183294111481,0,2.8161686022740466e-05,-0.0043623183294111481,0.73819618199406989
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819660954739719
-0.80014724448769159,-0.0043623183294111481,0,-0.85723132841985772,-0.0043623183294111481,0.73819625040260228
-1.4333477342743195,-0.0043623183294111481,0,-1.449459340983029,-0.0043623183294111481,0.73819633591326772
4.1563073130876677e-13,-0.0043623183294111481,0,-3.3319708173696819e-05,-0.0043623183294111481,0.73819621619833609
-1.0721963406839364e-11,-0.0043623183294111481,0,2.6383464436287576e-05,-0.0043623183294111481,0.73819637011753392
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819613068767065
-7.7815704508853903e-11,-0.0043623183294111481,0,-7.7815704508853903e-11,-0.0043623183294111481,0.73819652403673164
-9.9977894860332761e-07,-0.0043623183294111481,0,-9.9977894860332761e-07,-0.0043623183294111481,0.73819652403673164
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819648983246555
1.3547655081259241e-06,-0.0043623183294111481,0,1.3547655081259241e-06,-0.0043623183294111481,0.7381965069345986
2.9947432613974811e-05,-0.0043623183294111481,0,2.9947432613974811e-05,-0.0043623183294111481,0.73819633591326772
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819654113886479
-7.7815704508430387e-11,-0.0043623183294111481,0,-7.7815704508430387e-11,-0.0043623183294111481,0.73819630170900152
-9.9977888329792763e-07,-0.0043623183294111481,0,-9.9977888329792763e-07,-0.0043623183294111481,0.73819660954739719
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819630170900152
1.3547655081241894e-06,-0.0043623183294111481,0,1.3547655081241894e-06,-0.0043623183294111481,0.73819659244526403
2.9947432613863789e-05,-0.0043623183294111481,0,2.9947432613863789e-05,-0.0043623183294111481,0.73819635301540076
0,-0.0043623183294111481,0,0,-0.0043623183294111481,0.73819664375166327
-0.80014724448769159,-0.0043623183294111481,0,-0.85723136284303569,-0.0043623183294111481,0.73819642142393316
-1.4333477342743195,-0.0043623183294111481,0,-1.4494593523792754,-0.0043623183294111481,0.73819614778980369
9.6146821393766184e-13,2.3729563171599663e-17,0,-8.5551021456494541e-06,2.3729563171599663e-17,1.4203054311061409e-05
3.2704427273837462e-12,-2.2204460492503131e-15,0,-1.7653503155499421e-05,-2.2204460492503131e-15,-0.00034737852733987844
0,0,0,0,0,0
-0.80014724448769159,3.6934754952070865e-16,0,-0.85723135225128866,3.6934754952070865e-16,0.00057071074061824326
-1.4333477342743195,-2.5611020209502344e-15,0,-1.4494593489658494,-2.5611020209502344e-15,-0.0013924310919348096
-3.7975084757825246e-13,0,0,1.1921565253021049e-05,0,0
1.0249414341908469e-11,4.0085675660346211e-17,0,-2.3551554670797989e-05,4.0085675660346211e-17,1.2666267320357299e-05
0,-2.6645352591003757e-15,0,0,-2.6645352591003757e-15,-0.00030099754239768905
2.3344711352518528e-10,0,0,2.3344711352518528e-10,0,0
2.9993363637181858e-06,2.8853278181063799e-16,0,2.9993363637181858e-06,2.8853278181063799e-16,0.00038892441859230943
0,2.6156803510372092e-15,0,0,2.6156803510372092e-15,-0.00085217898313041181
-4.064296524386446e-06,0,0,-4.064296524386446e-06,0,0
