fp,gp,y0p,fc,gc,y0c
0,1.5746803486845757e-17,0,0,1.5746803486845757e-17,-7.069166713072999e-05
1.3547655081241894e-06,-7.6935265594107012e-17,0,1.3547655081241894e-06,-7.6935265594107012e-17,-0.00047215569037019318
2.9947432613863789e-05,0,0,2.9947432613863789e-05,0,0
0,-4.0166650529791718e-17,0,0,-4.0166650529791718e-17,-0.00068868579743253068
-0.80014724448769159,4.5240896047966133e-16,0,-0.85723132312397965,4.5240896047966133e-16,-0.00086525677052826599
-1.4333477342743195,0,0,-1.4494591330441515,0,0
-7.5956031019837618e-14,-1.802645398591523e-17,0,1.2209695952096455e-05,-1.802645398591523e-17,-7.7160548972316688e-05
4.0060317557775313e-12,2.0579302692807622e-17,0,-0.00053217998058327021,2.0579302692807622e-17,-0.00054487396027218032
0,0,0,0,0,0
7.7815712201501251e-11,8.1547973271938147e-17,0,7.7815712201501251e-11,8.1547973271938147e-17,-0.00066940528013931515
9.997782977107933e-07,3.2284908924614744e-16,0,9.997782977107933e-07,3.2284908924614744e-16,-0.0007336515808614582
0,0,0,0,0,0
-1.3547655077460197e-06,4.5412565474457644e-19,0,-1.3547655077460197e-06,4.5412565474457644e-19,-8.847574777850254e-05
-2.9947432617416503e-05,2.1090987498774202e-16,0,-2.9947432617416503e-05,2.1090987498774202e-16,-0.00070378698095168747
0,0,0,0,0,0
-0.80014724448769159,3.6251743929147579e-17,0,-0.8572313469554157,3.6251743929147579e-17,-0.00062576063649165024
-1.4333477342743195,-3.597035827876996e-16,0,-1.4494591624823376,-3.597035827876996e-16,-0.00037920345925517951
-1.5389961075366792e-12,0,0,-2.9013525563083798e-05,0,0
2.0308562455310837e-11,4.321532800379615e-17,0,0.00050213021486707253,4.321532800379615e-17,-9.5175508416814734e-05
0,1.6461637605456086e-17,0,0,1.6461637605456086e-17,-0.00068223829325730749
-7.7815704508324508e-11,0,0,-7.7815704508324508e-11,0,0
-9.997793952894185e-07,-1.1281260470410131e-16,0,-9.997793952894185e-07,-1.1281260470410131e-16,-0.00055953102277263593
0,-1.8260657013565395e-16,0,0,-1.8260657013565395e-16,-0.00014703558924796203
1.3547655081241894e-06,0,0,1.3547655081241894e-06,0,0
2.99474326139193e-05,5.3216471577980901e-17,0,2.99474326139193e-05,5.3216471577980901e-17,-0.00010214489487213622
0,-1.4745069561315036e-16,0,0,-1.4745069561315036e-16,-0.00068435895776056393
-7.7815704507371596e-11,0,0,-7.7815704507371596e-11,0,0
-9.997787873295555e-07,-1.9675442866543104e-16,0,-9.997787873295555e-07,-1.9675442866543104e-16,-0.00047980248162840717
0,3.4788666641912372e-16,0,0,3.4788666641912372e-16,2.6590610306204938e-05
1.3547655081241894e-06,0,0,1.3547655081241894e-06,0,0
2.99474326139193e-05,4.3945560585494403e-17,0,2.99474326139193e-05,4.3945560585494403e-17,-0.00010518560069151061
0,-2.2364547064801415e-17,0,0,-2.2364547064801415e-17,-0.0006928416157735897
-0.80014724448769159,0,0,-0.85723133239177263,0,0
-1.4333477342743195,-2.4350933549492897e-16,0,-1.4494589506469657,-2.4350933549492897e-16,-0.00039666099604925004
1.6808803200430295e-12,2.8238620164717247e-16,0,-2.4425283985032614e-05,2.8238620164717247e-16,0.00016901610580288419
-4.6495275518768222e-11,0,0,0.00073177955331542451,0,0
0,4.173867024161548e-17,0,0,4.173867024161548e-17,-0.00010524011374073747
-0.80014724448769159,1.3516194643529697e-17,0,-0.85723132841986227,1.3516194643529697e-17,-0.00070050337139825817
-1.4333477342743195,0,0,-1.4494584105008372,0,0
5.8090436273810864e-12,-2.9352075632395388e-16,0,-0.00010751210143890678,-2.9352075632395388e-16,-0.0003151313865138987
-6.419272654405774e-11,2.1344513405777076e-16,0,0.0011224793747524407,2.1344513405777076e-16,0.00028997895871229638
0,0,0,0,0,0
-7.7815704508218629e-11,5.2139497377643519e-17,0,-7.7815704508218629e-11,5.2139497377643519e-17,-0.00010286077947448301
-9.9977874164214331e-07,-2.0588689482822677e-16,0,-9.9977874164214331e-07,-2.0588689482822677e-16,-0.00070447106627531859
0,0,0,0,0,0
1.3547655081224547e-06,-3.0252672907723509e-16,0,1.3547655081224547e-06,-3.0252672907723509e-16,-0.00023830058804523861
2.99474326139193e-05,9.3430378721951018e-16,0,2.99474326139193e-05,9.3430378721951018e-16,0.0003921559200839778
0,0,0,0,0,0
-7.7815704508430387e-11,3.7755093415898022e-17,0,-7.7815704508430387e-11,3.7755093415898022e-17,-9.8523250969334485e-05
-9.9977909591431047e-07,-1.4570465673290883e-16,0,-9.9977909591431047e-07,-1.4570465673290883e-16,-0.00070460788334004488
0,0,0,0,0,0
1.3547655081241894e-06,-2.1444549087470099e-16,0,1.3547655081241894e-06,-2.1444549087470099e-16,-0.0001681694166044759
2.99474326139193e-05,1.270399551688184e-15,0,2.99474326139193e-05,1.270399551688184e-15,0.00047604781185639836
0,0,0,0,0,0
-0.80014724448769159,3.7951320061204872e-18,0,-0.85723134430747727,3.7951320061204872e-18,-9.2727765618197158e-05
-1.4333477342743195,3.3010935432696939e-16,0,-1.449458966406086,3.3010935432696939e-16,-0.00070228199323969906
