fp,gp,y0p,fc,gc,y0c,fw,gw,y0w
-3.3428384479917117e-11,,,-2.8865152979384751e-14,,,0.06307840654568854,,
-1.8690371561706556e-11,,,2.9999897943942555e-12,,,-0.0021553026935040897,,
-3.9937897042467324e-11,,,-2.4329591982360221e-12,,,-0.093304678484982875,,
-5.2754376033299698e-11,,,-1.170294495190719e-12,,,-0.00079352567187698211,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-4.2113284586015962e-11,,,-1.4023521658543317e-12,,,0.15484186564603045,,
-4.6628941145293293e-11,,,3.9596025700383723e-14,,,0.022319102160175793,,
-8.8353296429940255e-11,,,-7.0593696540965133e-12,,,-0.12310190752263842,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-5.9817094978712316e-11,,,-8.0767773516124896e-13,,,0.13377204293293551,,
-1.1804228627668377e-10,,,-6.6876024592980914e-12,,,0.0088244641387085487,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.5763524547610303e-10,,,-1.3269909587717387e-11,,,0.1425025453624916,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-9.9477598446763136e-12,,,-1.1139139639112349e-12,,,0.52614437370649692,,
-1.5698975208572083e-11,,,-3.8396734346689331e-12,,,-0.36354735126602633,,
-8.3577635793085332e-12,,,-2.7975922196633296e-12,,,-0.15348383231246893,,
2.1459987855732811e-12,,,-1.8157737079235507e-12,,,0.22867000752806191,,
-8.2371574546260247e-12,,,-7.2690229469154366e-13,,,-0.16778268682480288,,
-2.5669578633125491e-11,,,-5.1695757872755629e-12,,,0.20880745753792557,,
-1.0872190189340658e-11,,,-4.9230188112960773e-12,,,-0.067438671868982197,,
-1.0950996663608265e-11,,,-2.978498868888723e-12,,,-0.16063325956863589,,
2.8391988236411724e-11,,,3.5088572938582515e-12,,,0.20504466240166935,,
-1.5981178560054445e-11,,,-1.3899465355609105e-12,,,0.20375204904348995,,
-4.1078055342643274e-12,,,-2.4742540917452244e-12,,,-0.091064016995374766,,
-2.8020894365126291e-11,,,-2.6874031475167483e-12,,,-0.15726023170464082,,
-1.7299518810685456e-11,,,2.2002986525316289e-12,,,0.20613713991925206,,
3.5781897081117087e-11,,,-9.723957292663974e-13,,,-0.14475895250449611,,
-1.1962501977493173e-10,,,-1.1096098741556485e-11,,,0.27294317524550221,,
-7.9271896288365243e-12,,,-1.4781064000473634e-13,,,0.71608989947703316,,
1.3246785025217695e-11,,,2.1544129846263398e-12,,,0.54160166003716126,,
-9.23522251655771e-12,,,-2.1713651024069896e-12,,,-0.19376943777503985,,
1.0711977044505716e-12,,,2.8209843384550532e-12,,,-0.4133565350786127,,
-6.760879557558559e-12,,,-1.2955492080827389e-13,,,-0.20241038470704326,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-2.3914743956262541e-11,,,-3.3663886047050786e-12,,,0.28953710801979887,,
1.0130278741813184e-11,,,3.538688412575162e-12,,,0.064122562479274295,,
-1.3638616979702743e-11,,,-3.290801495567235e-12,,,-0.19808991124104153,,
-2.8011539045226719e-11,,,-3.0670722947570513e-12,,,-0.17089987193866363,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.5730021853713519e-11,,,-1.282717168361672e-12,,,0.28648207193405251,,
2.1506845647178349e-12,,,1.9960606626913451e-12,,,0.30657922561922335,,
-3.0583866158242438e-11,,,-4.1504156896345108e-12,,,-0.0041961563813457383,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
-1.341598447817929e-11,,,3.2726871648172534e-12,,,0.42358566082506555,,
-3.0999723320513156e-11,,,3.3543819302098795e-12,,,0.3367797370175975,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
0,,,0,,,0,,
